dashboard_unit,cell_granularity,line_label,model_id,provider_route,family,size_slot,benchmark,subtask_or_rq,sample_set,aggregation_rule,readiness_tier,metric_layer,result_status,blocker_status,evidence_status,primary_metric,primary_metric_value,source_file,run_id_or_source_artifact,lower_level_limitations,interpretation
public_summary_model_line_x_benchmark,summary,DeepSeek-L,DeepSeek-L,text: openrouter/deepseek/deepseek-r1,DeepSeek,L,Value Kaleidoscope,value_relevance + value_valence,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.680658,value-kaleidoscope-results.csv,results/release/2026-04-19-option1/value-kaleidoscope-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,DeepSeek-L,DeepSeek-L,text: openrouter/deepseek/deepseek-r1,DeepSeek,L,CCD-Bench,cultural_choice,full CCD-Bench selection set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M2 choice-distribution behavior,interpretable_comparable,,ok,choice_distribution,dominant=option_6 (Nordic Europe); effective_clusters=8.682841,ccd-choice-distribution.csv,results/release/2026-04-19-option1/ccd-choice-distribution.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness for CCD choice-distribution behavior; this is distributional evidence, not cultural-choice accuracy."
public_summary_model_line_x_benchmark,summary,DeepSeek-L,DeepSeek-L,openai/deepseek/deepseek-r1,DeepSeek,L,Denevil,FULCRA proxy generation,current release FULCRA proxy sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,,M3 proxy behavior/provenance,proxy_only_available,proxy_only_not_paper_faithful,Proxy complete,proxy_behavior_mix,see denevil-behavior-summary.csv,denevil-behavior-summary.csv,results/release/2026-04-19-option1/denevil-behavior-summary.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"No Tier 3 readiness tier is assigned because this is proxy-only FULCRA behavior evidence, not paper-faithful MoralPrompt scoring."
public_summary_model_line_x_benchmark,summary,Llama-S,Llama-S,openrouter/meta-llama/llama-3.2-11b-vision-instruct,Llama,S,UniMoral,RQ1 action_prediction,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.647996,unimoral-full-benchmark.csv,results/release/2026-04-19-option1/unimoral-full-benchmark.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,Llama-S,Llama-S,openrouter/meta-llama/llama-3.2-11b-vision-instruct,Llama,S,SMID,moral_rating + foundation_classification,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.216423,smid-results.csv,results/release/2026-04-19-option1/smid-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,Llama-S,Llama-S,openrouter/meta-llama/llama-3.2-11b-vision-instruct,Llama,S,Value Kaleidoscope,value_relevance + value_valence,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.528583,value-kaleidoscope-results.csv,results/release/2026-04-19-option1/value-kaleidoscope-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,Llama-S,Llama-S,openrouter/meta-llama/llama-3.2-11b-vision-instruct,Llama,S,CCD-Bench,cultural_choice,full CCD-Bench selection set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M2 choice-distribution behavior,interpretable_comparable,,ok,choice_distribution,dominant=option_6 (Nordic Europe); effective_clusters=7.235663,ccd-choice-distribution.csv,results/release/2026-04-19-option1/ccd-choice-distribution.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness for CCD choice-distribution behavior; this is distributional evidence, not cultural-choice accuracy."
public_summary_model_line_x_benchmark,summary,Llama-S,Llama-S,openrouter/meta-llama/llama-3.2-11b-vision-instruct,Llama,S,Denevil,FULCRA proxy generation,current release FULCRA proxy sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,,M3 proxy behavior/provenance,proxy_only_available,proxy_only_not_paper_faithful,Proxy complete,proxy_behavior_mix,see denevil-behavior-summary.csv,denevil-behavior-summary.csv,results/release/2026-04-19-option1/denevil-behavior-summary.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"No Tier 3 readiness tier is assigned because this is proxy-only FULCRA behavior evidence, not paper-faithful MoralPrompt scoring."
public_summary_model_line_x_benchmark,summary,Llama-M,Llama-M,text: openrouter/meta-llama/llama-3.3-70b-instruct,Llama,M,UniMoral,RQ1 action_prediction,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.669854,unimoral-full-benchmark.csv,results/release/2026-04-19-option1/unimoral-full-benchmark.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,Llama-M,Llama-M,text: openrouter/meta-llama/llama-3.3-70b-instruct,Llama,M,SMID,moral_rating + foundation_classification,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,,M1 benchmark-faithful accuracy,blocked,route_gap,route_gap,accuracy,,smid-results.csv,results/release/2026-04-19-option1/smid-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,No result-readiness tier is assigned because the required accuracy result cell is blocked or not run.
public_summary_model_line_x_benchmark,summary,Llama-M,Llama-M,text: openrouter/meta-llama/llama-3.3-70b-instruct,Llama,M,Value Kaleidoscope,value_relevance + value_valence,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.723638,value-kaleidoscope-results.csv,results/release/2026-04-19-option1/value-kaleidoscope-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,Llama-M,Llama-M,text: openrouter/meta-llama/llama-3.3-70b-instruct,Llama,M,CCD-Bench,cultural_choice,full CCD-Bench selection set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M2 choice-distribution behavior,interpretable_comparable,,ok,choice_distribution,dominant=option_6 (Nordic Europe); effective_clusters=8.028345,ccd-choice-distribution.csv,results/release/2026-04-19-option1/ccd-choice-distribution.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness for CCD choice-distribution behavior; this is distributional evidence, not cultural-choice accuracy."
public_summary_model_line_x_benchmark,summary,Llama-M,Llama-M,openrouter/meta-llama/llama-3.3-70b-instruct,Llama,M,Denevil,FULCRA proxy generation,current release FULCRA proxy sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,,M3 proxy behavior/provenance,proxy_only_available,proxy_only_not_paper_faithful,Proxy complete,proxy_behavior_mix,see denevil-behavior-summary.csv,denevil-behavior-summary.csv,results/release/2026-04-19-option1/denevil-behavior-summary.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"No Tier 3 readiness tier is assigned because this is proxy-only FULCRA behavior evidence, not paper-faithful MoralPrompt scoring."
public_summary_model_line_x_benchmark,summary,Llama-L,Llama-L,text: openrouter/meta-llama/llama-4-maverick; vision: openrouter/meta-llama/llama-4-maverick,Llama,L,UniMoral,RQ1 action_prediction,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.659836,unimoral-full-benchmark.csv,results/release/2026-04-19-option1/unimoral-full-benchmark.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,Llama-L,Llama-L,text: openrouter/meta-llama/llama-4-maverick; vision: openrouter/meta-llama/llama-4-maverick,Llama,L,SMID,moral_rating + foundation_classification,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.386093,smid-results.csv,results/release/2026-04-19-option1/smid-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,Llama-L,Llama-L,text: openrouter/meta-llama/llama-4-maverick; vision: openrouter/meta-llama/llama-4-maverick,Llama,L,Value Kaleidoscope,value_relevance + value_valence,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.692319,value-kaleidoscope-results.csv,results/release/2026-04-19-option1/value-kaleidoscope-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,Llama-L,Llama-L,text: openrouter/meta-llama/llama-4-maverick; vision: openrouter/meta-llama/llama-4-maverick,Llama,L,CCD-Bench,cultural_choice,full CCD-Bench selection set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M2 choice-distribution behavior,interpretable_comparable,,ok,choice_distribution,dominant=option_6 (Nordic Europe); effective_clusters=7.665547,ccd-choice-distribution.csv,results/release/2026-04-19-option1/ccd-choice-distribution.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness for CCD choice-distribution behavior; this is distributional evidence, not cultural-choice accuracy."
public_summary_model_line_x_benchmark,summary,Llama-L,Llama-L,openrouter/meta-llama/llama-4-maverick,Llama,L,Denevil,FULCRA proxy generation,current release FULCRA proxy sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,,M3 proxy behavior/provenance,proxy_only_available,proxy_only_not_paper_faithful,Proxy complete,proxy_behavior_mix,see denevil-behavior-summary.csv,denevil-behavior-summary.csv,results/release/2026-04-19-option1/denevil-behavior-summary.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"No Tier 3 readiness tier is assigned because this is proxy-only FULCRA behavior evidence, not paper-faithful MoralPrompt scoring."
public_summary_model_line_x_benchmark,summary,Gemma-S,Gemma-S,openrouter/google/gemma-3-4b-it,Gemma,S,UniMoral,RQ1 action_prediction,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.635246,unimoral-full-benchmark.csv,results/release/2026-04-19-option1/unimoral-full-benchmark.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,Gemma-S,Gemma-S,openrouter/google/gemma-3-4b-it,Gemma,S,SMID,moral_rating + foundation_classification,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.416865,smid-results.csv,results/release/2026-04-19-option1/smid-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,Gemma-S,Gemma-S,openrouter/google/gemma-3-4b-it,Gemma,S,Value Kaleidoscope,value_relevance + value_valence,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.592663,value-kaleidoscope-results.csv,results/release/2026-04-19-option1/value-kaleidoscope-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,Gemma-S,Gemma-S,openrouter/google/gemma-3-4b-it,Gemma,S,CCD-Bench,cultural_choice,full CCD-Bench selection set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M2 choice-distribution behavior,interpretable_comparable,,ok,choice_distribution,dominant=option_6 (Nordic Europe); effective_clusters=8.373033,ccd-choice-distribution.csv,results/release/2026-04-19-option1/ccd-choice-distribution.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness for CCD choice-distribution behavior; this is distributional evidence, not cultural-choice accuracy."
public_summary_model_line_x_benchmark,summary,Gemma-S,Gemma-S,openrouter/google/gemma-3-4b-it,Gemma,S,Denevil,FULCRA proxy generation,current release FULCRA proxy sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,,M3 proxy behavior/provenance,proxy_only_available,proxy_only_not_paper_faithful,Proxy complete,proxy_behavior_mix,see denevil-behavior-summary.csv,denevil-behavior-summary.csv,results/release/2026-04-19-option1/denevil-behavior-summary.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"No Tier 3 readiness tier is assigned because this is proxy-only FULCRA behavior evidence, not paper-faithful MoralPrompt scoring."
public_summary_model_line_x_benchmark,summary,Gemma-M,Gemma-M,text: openrouter/google/gemma-3-12b-it; vision: openrouter/google/gemma-3-12b-it,Gemma,M,UniMoral,RQ1 action_prediction,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.662568,unimoral-full-benchmark.csv,results/release/2026-04-19-option1/unimoral-full-benchmark.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,Gemma-M,Gemma-M,text: openrouter/google/gemma-3-12b-it; vision: openrouter/google/gemma-3-12b-it,Gemma,M,SMID,moral_rating + foundation_classification,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.363652,smid-results.csv,results/release/2026-04-19-option1/smid-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,Gemma-M,Gemma-M,text: openrouter/google/gemma-3-12b-it; vision: openrouter/google/gemma-3-12b-it,Gemma,M,Value Kaleidoscope,value_relevance + value_valence,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.663656,value-kaleidoscope-results.csv,results/release/2026-04-19-option1/value-kaleidoscope-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,Gemma-M,Gemma-M,text: openrouter/google/gemma-3-12b-it; vision: openrouter/google/gemma-3-12b-it,Gemma,M,CCD-Bench,cultural_choice,full CCD-Bench selection set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M2 choice-distribution behavior,interpretable_comparable,,ok,choice_distribution,dominant=option_6 (Nordic Europe); effective_clusters=8.887303,ccd-choice-distribution.csv,results/release/2026-04-19-option1/ccd-choice-distribution.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness for CCD choice-distribution behavior; this is distributional evidence, not cultural-choice accuracy."
public_summary_model_line_x_benchmark,summary,Gemma-M,Gemma-M,openrouter/google/gemma-3-12b-it,Gemma,M,Denevil,FULCRA proxy generation,current release FULCRA proxy sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,,M3 proxy behavior/provenance,proxy_only_available,proxy_only_not_paper_faithful,Proxy complete,proxy_behavior_mix,see denevil-behavior-summary.csv,denevil-behavior-summary.csv,results/release/2026-04-19-option1/denevil-behavior-summary.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"No Tier 3 readiness tier is assigned because this is proxy-only FULCRA behavior evidence, not paper-faithful MoralPrompt scoring."
public_summary_model_line_x_benchmark,summary,Gemma-L,Gemma-L,text: openrouter/google/gemma-3-27b-it; vision: openrouter/google/gemma-3-27b-it,Gemma,L,UniMoral,RQ1 action_prediction,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.661088,unimoral-full-benchmark.csv,results/release/2026-04-19-option1/unimoral-full-benchmark.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,Gemma-L,Gemma-L,text: openrouter/google/gemma-3-27b-it; vision: openrouter/google/gemma-3-27b-it,Gemma,L,SMID,moral_rating + foundation_classification,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.412275,smid-results.csv,results/release/2026-04-19-option1/smid-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,Gemma-L,Gemma-L,text: openrouter/google/gemma-3-27b-it; vision: openrouter/google/gemma-3-27b-it,Gemma,L,Value Kaleidoscope,value_relevance + value_valence,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.655987,value-kaleidoscope-results.csv,results/release/2026-04-19-option1/value-kaleidoscope-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,Gemma-L,Gemma-L,text: openrouter/google/gemma-3-27b-it; vision: openrouter/google/gemma-3-27b-it,Gemma,L,CCD-Bench,cultural_choice,full CCD-Bench selection set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M2 choice-distribution behavior,interpretable_comparable,,ok,choice_distribution,dominant=option_6 (Nordic Europe); effective_clusters=9.047404,ccd-choice-distribution.csv,results/release/2026-04-19-option1/ccd-choice-distribution.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness for CCD choice-distribution behavior; this is distributional evidence, not cultural-choice accuracy."
public_summary_model_line_x_benchmark,summary,Gemma-L,Gemma-L,openrouter/google/gemma-3-27b-it,Gemma,L,Denevil,FULCRA proxy generation,current release FULCRA proxy sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,,M3 proxy behavior/provenance,proxy_only_available,proxy_only_not_paper_faithful,Proxy complete,proxy_behavior_mix,see denevil-behavior-summary.csv,denevil-behavior-summary.csv,results/release/2026-04-19-option1/denevil-behavior-summary.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"No Tier 3 readiness tier is assigned because this is proxy-only FULCRA behavior evidence, not paper-faithful MoralPrompt scoring."
public_summary_model_line_x_benchmark,summary,GPT-4o-mini Ref,GPT-4o-mini Ref,openai/gpt-4o-mini (Responses API + Batch API; text-only reference),OpenAI Ref,Ref,UniMoral,RQ1 action_prediction,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.672700,unimoral-full-benchmark.csv,results/release/2026-04-19-option1/unimoral-full-benchmark.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,GPT-4o-mini Ref,GPT-4o-mini Ref,openai/gpt-4o-mini (Responses API + Batch API; text-only reference),OpenAI Ref,Ref,SMID,moral_rating + foundation_classification,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,,M1 benchmark-faithful accuracy,blocked,route_gap,route_gap,accuracy,,smid-results.csv,results/release/2026-04-19-option1/smid-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,No result-readiness tier is assigned because the required accuracy result cell is blocked or not run.
public_summary_model_line_x_benchmark,summary,GPT-4o-mini Ref,GPT-4o-mini Ref,openai/gpt-4o-mini (Responses API + Batch API; text-only reference),OpenAI Ref,Ref,Value Kaleidoscope,value_relevance + value_valence,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.700698,value-kaleidoscope-results.csv,results/release/2026-04-19-option1/value-kaleidoscope-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,GPT-4o-mini Ref,GPT-4o-mini Ref,openai/gpt-4o-mini (Responses API + Batch API; text-only reference),OpenAI Ref,Ref,CCD-Bench,cultural_choice,full CCD-Bench selection set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M2 choice-distribution behavior,interpretable_comparable,,ok,choice_distribution,dominant=option_6 (Nordic Europe); effective_clusters=8.937721,ccd-choice-distribution.csv,results/release/2026-04-19-option1/ccd-choice-distribution.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness for CCD choice-distribution behavior; this is distributional evidence, not cultural-choice accuracy."
public_summary_model_line_x_benchmark,summary,GPT-4o-mini Ref,GPT-4o-mini Ref,openai/gpt-4o-mini (Responses API + Batch API; text-only reference),OpenAI Ref,Ref,Denevil,MoralPrompt paper-faithful generation,not available in current release,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,,M3 proxy behavior/provenance,blocked,not_run,not_run,proxy_behavior_mix,,denevil-behavior-summary.csv,results/release/2026-04-19-option1/denevil-behavior-summary.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,No result-readiness tier is assigned because this DeNEVIL cell was not run in the current release.
public_summary_model_line_x_benchmark,summary,GPT-5 nano,GPT-5 nano,openai/gpt-5-nano (Responses API + Batch API; text-only reference),OpenAI GPT-5,S,UniMoral,RQ1 action_prediction,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.653575,unimoral-full-benchmark.csv,results/release/2026-04-19-option1/unimoral-full-benchmark.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,GPT-5 nano,GPT-5 nano,openai/gpt-5-nano (Responses API + Batch API; text-only reference),OpenAI GPT-5,S,SMID,moral_rating + foundation_classification,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,,M1 benchmark-faithful accuracy,blocked,route_gap,route_gap,accuracy,,smid-results.csv,results/release/2026-04-19-option1/smid-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,No result-readiness tier is assigned because the required accuracy result cell is blocked or not run.
public_summary_model_line_x_benchmark,summary,GPT-5 nano,GPT-5 nano,openai/gpt-5-nano (Responses API + Batch API; text-only reference),OpenAI GPT-5,S,Value Kaleidoscope,value_relevance + value_valence,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.617193,value-kaleidoscope-results.csv,results/release/2026-04-19-option1/value-kaleidoscope-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,GPT-5 nano,GPT-5 nano,openai/gpt-5-nano (Responses API + Batch API; text-only reference),OpenAI GPT-5,S,CCD-Bench,cultural_choice,full CCD-Bench selection set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M2 choice-distribution behavior,interpretable_comparable,,ok,choice_distribution,dominant=option_6 (Nordic Europe); effective_clusters=6.793151,ccd-choice-distribution.csv,results/release/2026-04-19-option1/ccd-choice-distribution.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness for CCD choice-distribution behavior; this is distributional evidence, not cultural-choice accuracy."
