model,family,size_tier,release_period,grid,benchmark,task,metric,score,samples,estimated_input_tokens,estimated_max_output_tokens,estimated_cost_usd,input_price_per_m,output_price_per_m,reasoning_cost_control,replication_status,run_status,log_path,metric_observed,completed_samples,total_samples,input_tokens_actual,output_tokens_actual,reasoning_tokens_actual,actual_cost_usd,actual_cost_method,error
meta-llama/llama-3.2-3b-instruct,Llama,S/3B,2024-Q3,within-family scaling,CCD-Bench,ccd_bench_selection,valid-choice coverage plus selected-cluster distribution; not accuracy,1.0,100,34768,8000,0.004450,0.0509,0.335,,"Benchmark-faithful route for choice behavior; compare cluster shares, not correctness.",success,results/openrouter-low-cost-moral-psych-s100/logs/meta-llama__llama-3.2-3b-instruct/ccd_bench_selection/2026-05-27T15-47-17-00-00_ccd-bench-selection_5PwzXzYZaRoDDCWY5mZC5g.eval,mean,100,100,38471,5255,0,0.003719,input + output + reasoning tokens at OpenRouter metadata rates,
meta-llama/llama-3.1-8b-instruct,Llama,M/8B,2024-Q3,within-family scaling,UniMoral,unimoral_action_prediction,accuracy,0.61,100,20270,6400,0.000725,0.02,0.05,,Benchmark-faithful task; paper model roster only partially available in current grid.,success,results/openrouter-low-cost-moral-psych-s100/logs/meta-llama__llama-3.1-8b-instruct/unimoral_action_prediction/2026-05-27T15-47-31-00-00_unimoral-action-prediction_Gwaejf2MMW3AKrhot2Lwp9.eval,accuracy,100,100,26230,624,0,0.000556,input + output + reasoning tokens at OpenRouter metadata rates,
meta-llama/llama-3.1-8b-instruct,Llama,M/8B,2024-Q3,within-family scaling,UniMoral,unimoral_moral_typology,accuracy,0.69,100,24470,51200,0.003049,0.02,0.05,,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-low-cost-moral-psych-s100/logs/meta-llama__llama-3.1-8b-instruct/unimoral_moral_typology/2026-05-27T15-47-46-00-00_unimoral-moral-typology_7kthogzAMVbsmegMemyRDZ.eval,accuracy,100,100,31290,784,0,0.000665,input + output + reasoning tokens at OpenRouter metadata rates,
meta-llama/llama-3.1-8b-instruct,Llama,M/8B,2024-Q3,within-family scaling,UniMoral,unimoral_factor_attribution,accuracy,0.55,100,27870,51200,0.003117,0.02,0.05,,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-low-cost-moral-psych-s100/logs/meta-llama__llama-3.1-8b-instruct/unimoral_factor_attribution/2026-05-27T15-47-59-00-00_unimoral-factor-attribution_eeCCEM85QotyZUYR8m3nZk.eval,accuracy,100,100,34392,753,0,0.000725,input + output + reasoning tokens at OpenRouter metadata rates,
meta-llama/llama-3.1-8b-instruct,Llama,M/8B,2024-Q3,within-family scaling,UniMoral,unimoral_consequence_generation,METEOR live scorer; BERTScore F1 is offline-only in the current release tooling,0.05886435688206401,100,18067,51200,0.002921,0.02,0.05,,Benchmark-faithful prompt route; BERTScore requires the offline release metric pass.,success,results/openrouter-low-cost-moral-psych-s100/logs/meta-llama__llama-3.1-8b-instruct/unimoral_consequence_generation/2026-05-27T15-48-12-00-00_unimoral-consequence-generation_EPjhmWzG67oAJQwiLWc3ks.eval,mean,100,100,23670,2911,0,0.000619,input + output + reasoning tokens at OpenRouter metadata rates,
meta-llama/llama-3.1-8b-instruct,Llama,M/8B,2024-Q3,within-family scaling,ValuePrism,value_prism_relevance,accuracy,0.71,100,3624,2400,0.000192,0.02,0.05,,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-low-cost-moral-psych-s100/logs/meta-llama__llama-3.1-8b-instruct/value_prism_relevance/2026-05-27T15-48-40-00-00_value-prism-relevance_iyhvgu4aPq4PszMDHjBcjz.eval,accuracy,100,100,4890,209,0,0.000108,input + output + reasoning tokens at OpenRouter metadata rates,
meta-llama/llama-3.1-8b-instruct,Llama,M/8B,2024-Q3,within-family scaling,ValuePrism,value_prism_valence,accuracy,0.4,100,4479,3200,0.000250,0.02,0.05,,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-low-cost-moral-psych-s100/logs/meta-llama__llama-3.1-8b-instruct/value_prism_valence/2026-05-27T15-48-52-00-00_value-prism-valence_oJKaVmdmFgA4iEapTyKNbM.eval,accuracy,100,100,5812,331,0,0.000133,input + output + reasoning tokens at OpenRouter metadata rates,
meta-llama/llama-3.1-8b-instruct,Llama,M/8B,2024-Q3,within-family scaling,CCD-Bench,ccd_bench_selection,valid-choice coverage plus selected-cluster distribution; not accuracy,1.0,100,34768,8000,0.001095,0.02,0.05,,"Benchmark-faithful route for choice behavior; compare cluster shares, not correctness.",success,results/openrouter-low-cost-moral-psych-s100/logs/meta-llama__llama-3.1-8b-instruct/ccd_bench_selection/2026-05-27T15-49-04-00-00_ccd-bench-selection_M49LbcPPTWNvFKVbm2nuQb.eval,mean,100,100,36108,5577,0,0.001001,input + output + reasoning tokens at OpenRouter metadata rates,
meta-llama/llama-3.3-70b-instruct,Llama,L/70B,2024-Q4,within-family scaling,UniMoral,unimoral_action_prediction,accuracy,0.65,100,20270,6400,0.004075,0.1,0.32,,Benchmark-faithful task; paper model roster only partially available in current grid.,success,results/openrouter-low-cost-moral-psych-s100/logs/meta-llama__llama-3.3-70b-instruct/unimoral_action_prediction/2026-05-27T15-49-55-00-00_unimoral-action-prediction_9eAKradufqc4NifQxspupE.eval,accuracy,100,100,27026,597,0,0.002894,input + output + reasoning tokens at OpenRouter metadata rates,
meta-llama/llama-3.3-70b-instruct,Llama,L/70B,2024-Q4,within-family scaling,UniMoral,unimoral_moral_typology,accuracy,0.7,100,24470,51200,0.018831,0.1,0.32,,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-low-cost-moral-psych-s100/logs/meta-llama__llama-3.3-70b-instruct/unimoral_moral_typology/2026-05-27T15-50-15-00-00_unimoral-moral-typology_ZzARdAwmVxpQaMwbnfuJQr.eval,accuracy,100,100,30852,792,0,0.003339,input + output + reasoning tokens at OpenRouter metadata rates,
meta-llama/llama-3.3-70b-instruct,Llama,L/70B,2024-Q4,within-family scaling,UniMoral,unimoral_factor_attribution,accuracy,0.66,100,27870,51200,0.019171,0.1,0.32,,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-low-cost-moral-psych-s100/logs/meta-llama__llama-3.3-70b-instruct/unimoral_factor_attribution/2026-05-27T15-50-37-00-00_unimoral-factor-attribution_o62a4kr7rXTR86ECBkfPAR.eval,accuracy,100,100,34831,723,0,0.003714,input + output + reasoning tokens at OpenRouter metadata rates,
meta-llama/llama-3.3-70b-instruct,Llama,L/70B,2024-Q4,within-family scaling,UniMoral,unimoral_consequence_generation,METEOR live scorer; BERTScore F1 is offline-only in the current release tooling,0.11542864059942358,100,18067,51200,0.018191,0.1,0.32,,Benchmark-faithful prompt route; BERTScore requires the offline release metric pass.,success,results/openrouter-low-cost-moral-psych-s100/logs/meta-llama__llama-3.3-70b-instruct/unimoral_consequence_generation/2026-05-27T15-50-59-00-00_unimoral-consequence-generation_3oYhiRNvzTqM8sDjPBbJZu.eval,mean,100,100,24012,2814,0,0.003302,input + output + reasoning tokens at OpenRouter metadata rates,
meta-llama/llama-3.3-70b-instruct,Llama,L/70B,2024-Q4,within-family scaling,ValuePrism,value_prism_relevance,accuracy,0.79,100,3624,2400,0.001130,0.1,0.32,,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-low-cost-moral-psych-s100/logs/meta-llama__llama-3.3-70b-instruct/value_prism_relevance/2026-05-27T15-51-45-00-00_value-prism-relevance_Tk4WPpCcxD6aKyapFqdddA.eval,accuracy,100,100,5612,233,0,0.000636,input + output + reasoning tokens at OpenRouter metadata rates,
meta-llama/llama-3.3-70b-instruct,Llama,L/70B,2024-Q4,within-family scaling,ValuePrism,value_prism_valence,accuracy,0.76,100,4479,3200,0.001472,0.1,0.32,,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-low-cost-moral-psych-s100/logs/meta-llama__llama-3.3-70b-instruct/value_prism_valence/2026-05-27T15-52-04-00-00_value-prism-valence_cukMQZs7YYHzY3c3smwWq9.eval,accuracy,100,100,6571,294,0,0.000751,input + output + reasoning tokens at OpenRouter metadata rates,
meta-llama/llama-3.3-70b-instruct,Llama,L/70B,2024-Q4,within-family scaling,CCD-Bench,ccd_bench_selection,valid-choice coverage plus selected-cluster distribution; not accuracy,1.0,100,34768,8000,0.006037,0.1,0.32,,"Benchmark-faithful route for choice behavior; compare cluster shares, not correctness.",success,results/openrouter-low-cost-moral-psych-s100/logs/meta-llama__llama-3.3-70b-instruct/ccd_bench_selection/2026-05-27T15-52-18-00-00_ccd-bench-selection_gMx2sAvq59dhoPQMvxhDAn.eval,mean,100,100,36711,5625,0,0.005471,input + output + reasoning tokens at OpenRouter metadata rates,
qwen/qwen-2.5-7b-instruct,Qwen,S/7B,2024-Q4,time scaling,UniMoral,unimoral_action_prediction,accuracy,0.67,100,20270,6400,0.001451,0.04,0.1,default /no_think prefix + reasoning.effort=none at run time,Benchmark-faithful task; paper model roster only partially available in current grid.,success,results/openrouter-low-cost-moral-psych-s100/logs/qwen__qwen-2.5-7b-instruct/unimoral_action_prediction/2026-05-27T15-53-22-00-00_unimoral-action-prediction_Qb2WdvoFX2Nqj7Pi2xYtm2.eval,accuracy,100,100,27638,600,0,0.001166,input + output + reasoning tokens at OpenRouter metadata rates,
qwen/qwen-2.5-7b-instruct,Qwen,S/7B,2024-Q4,time scaling,UniMoral,unimoral_moral_typology,accuracy,0.63,100,24470,51200,0.006099,0.04,0.1,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-low-cost-moral-psych-s100/logs/qwen__qwen-2.5-7b-instruct/unimoral_moral_typology/2026-05-27T15-53-45-00-00_unimoral-moral-typology_MTY5UNaqrcEsPHQt3HU3vH.eval,accuracy,100,100,31817,835,0,0.001356,input + output + reasoning tokens at OpenRouter metadata rates,
qwen/qwen-2.5-7b-instruct,Qwen,S/7B,2024-Q4,time scaling,UniMoral,unimoral_factor_attribution,accuracy,0.52,100,27870,51200,0.006235,0.04,0.1,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-low-cost-moral-psych-s100/logs/qwen__qwen-2.5-7b-instruct/unimoral_factor_attribution/2026-05-27T15-54-09-00-00_unimoral-factor-attribution_GVz6Q6Phyxb4YpwKQ3pZRx.eval,accuracy,100,100,35817,656,0,0.001498,input + output + reasoning tokens at OpenRouter metadata rates,
qwen/qwen-2.5-7b-instruct,Qwen,S/7B,2024-Q4,time scaling,UniMoral,unimoral_consequence_generation,METEOR live scorer; BERTScore F1 is offline-only in the current release tooling,0.07922264291340037,100,18067,51200,0.005843,0.04,0.1,default /no_think prefix + reasoning.effort=none at run time,Benchmark-faithful prompt route; BERTScore requires the offline release metric pass.,success,results/openrouter-low-cost-moral-psych-s100/logs/qwen__qwen-2.5-7b-instruct/unimoral_consequence_generation/2026-05-27T15-54-32-00-00_unimoral-consequence-generation_H7Jd3e8ZrdMABESJ3zhXE4.eval,mean,100,100,24660,3089,0,0.001295,input + output + reasoning tokens at OpenRouter metadata rates,
qwen/qwen-2.5-7b-instruct,Qwen,S/7B,2024-Q4,time scaling,ValuePrism,value_prism_relevance,accuracy,0.69,100,3624,2400,0.000385,0.04,0.1,default /no_think prefix + reasoning.effort=none at run time,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-low-cost-moral-psych-s100/logs/qwen__qwen-2.5-7b-instruct/value_prism_relevance/2026-05-27T15-55-05-00-00_value-prism-relevance_XjHYBWTdGiBmctxhJiVqpe.eval,accuracy,100,100,6936,200,0,0.000297,input + output + reasoning tokens at OpenRouter metadata rates,
qwen/qwen-2.5-7b-instruct,Qwen,S/7B,2024-Q4,time scaling,ValuePrism,value_prism_valence,accuracy,0.7,100,4479,3200,0.000499,0.04,0.1,default /no_think prefix + reasoning.effort=none at run time,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-low-cost-moral-psych-s100/logs/qwen__qwen-2.5-7b-instruct/value_prism_valence/2026-05-27T15-55-28-00-00_value-prism-valence_e7jt7whmgz7VxRnBWPCP4B.eval,accuracy,100,100,7828,270,0,0.000340,input + output + reasoning tokens at OpenRouter metadata rates,
qwen/qwen-2.5-7b-instruct,Qwen,S/7B,2024-Q4,time scaling,CCD-Bench,ccd_bench_selection,valid-choice coverage plus selected-cluster distribution; not accuracy,1.0,100,34768,8000,0.002191,0.04,0.1,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful route for choice behavior; compare cluster shares, not correctness.",success,results/openrouter-low-cost-moral-psych-s100/logs/qwen__qwen-2.5-7b-instruct/ccd_bench_selection/2026-05-27T15-55-51-00-00_ccd-bench-selection_ZQ5XUKAm2eMCEnCtzXSkAR.eval,mean,100,100,38553,3702,0,0.001912,input + output + reasoning tokens at OpenRouter metadata rates,
qwen/qwen3.5-9b,Qwen,S/9B,2026-Q1,time scaling,UniMoral,unimoral_action_prediction,accuracy,0.63,100,20270,6400,0.001771,0.04,0.15,default /no_think prefix + reasoning.effort=none at run time,Benchmark-faithful task; paper model roster only partially available in current grid.,success,results/openrouter-low-cost-moral-psych-s100/logs/qwen__qwen3.5-9b/unimoral_action_prediction/2026-05-27T16-57-32-00-00_unimoral-action-prediction_ACVvuEr83sAzhxnERk7TNY.eval,accuracy,100,100,20612,600,0,0.000914,input + output + reasoning tokens at OpenRouter metadata rates,
qwen/qwen3.5-9b,Qwen,S/9B,2026-Q1,time scaling,UniMoral,unimoral_moral_typology,accuracy,0.65,100,24470,51200,0.008659,0.04,0.15,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-low-cost-moral-psych-s100/logs/qwen__qwen3.5-9b/unimoral_moral_typology/2026-05-27T15-57-07-00-00_unimoral-moral-typology_582Bf9e7qu3humQpbrgmzb.eval,accuracy,100,100,25190,884,0,0.001140,input + output + reasoning tokens at OpenRouter metadata rates,
qwen/qwen3.5-9b,Qwen,S/9B,2026-Q1,time scaling,UniMoral,unimoral_factor_attribution,accuracy,0.55,100,27870,51200,0.008795,0.04,0.15,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-low-cost-moral-psych-s100/logs/qwen__qwen3.5-9b/unimoral_factor_attribution/2026-05-27T15-59-37-00-00_unimoral-factor-attribution_fuG4PAPcjbqLifVTZ7rWBQ.eval,accuracy,100,100,28734,799,0,0.001269,input + output + reasoning tokens at OpenRouter metadata rates,
qwen/qwen3.5-9b,Qwen,S/9B,2026-Q1,time scaling,UniMoral,unimoral_consequence_generation,METEOR live scorer; BERTScore F1 is offline-only in the current release tooling,0.04401774447404747,100,18067,51200,0.008403,0.04,0.15,default /no_think prefix + reasoning.effort=none at run time,Benchmark-faithful prompt route; BERTScore requires the offline release metric pass.,success,results/openrouter-low-cost-moral-psych-s100/logs/qwen__qwen3.5-9b/unimoral_consequence_generation/2026-05-27T16-58-32-00-00_unimoral-consequence-generation_92k8my4RRAX6Z8VKSaZjj6.eval,mean,100,100,18855,2983,0,0.001202,input + output + reasoning tokens at OpenRouter metadata rates,
qwen/qwen3.5-9b,Qwen,S/9B,2026-Q1,time scaling,ValuePrism,value_prism_relevance,accuracy,0.66,100,3624,2400,0.000505,0.04,0.15,default /no_think prefix + reasoning.effort=none at run time,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-low-cost-moral-psych-s100/logs/qwen__qwen3.5-9b/value_prism_relevance/2026-05-27T16-06-25-00-00_value-prism-relevance_nCbaBWGsKmVB78CCjcHJmX.eval,accuracy,100,100,5341,200,0,0.000244,input + output + reasoning tokens at OpenRouter metadata rates,
qwen/qwen3.5-9b,Qwen,S/9B,2026-Q1,time scaling,ValuePrism,value_prism_valence,accuracy,0.77,100,4479,3200,0.000659,0.04,0.15,default /no_think prefix + reasoning.effort=none at run time,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-low-cost-moral-psych-s100/logs/qwen__qwen3.5-9b/value_prism_valence/2026-05-27T16-08-19-00-00_value-prism-valence_4bpzZw9p6NQrmpCPsCrgLW.eval,accuracy,100,100,6116,296,0,0.000289,input + output + reasoning tokens at OpenRouter metadata rates,
qwen/qwen3.5-9b,Qwen,S/9B,2026-Q1,time scaling,CCD-Bench,ccd_bench_selection,valid-choice coverage plus selected-cluster distribution; not accuracy,1.0,100,34768,8000,0.002591,0.04,0.15,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful route for choice behavior; compare cluster shares, not correctness.",success,results/openrouter-low-cost-moral-psych-s100/logs/qwen__qwen3.5-9b/ccd_bench_selection/2026-05-27T16-08-50-00-00_ccd-bench-selection_5zJ28BKvkN3dV54tjoJU4V.eval,mean,100,100,38307,4496,0,0.002207,input + output + reasoning tokens at OpenRouter metadata rates,
google/gemma-2-27b-it,Gemma,L/27B,2024-Q3,time scaling,UniMoral,unimoral_action_prediction,accuracy,0.1,100,20270,6400,0.017336,0.65,0.65,,Benchmark-faithful task; paper model roster only partially available in current grid.,success,results/openrouter-low-cost-moral-psych-s100/logs/google__gemma-2-27b-it/unimoral_action_prediction/2026-05-27T16-14-36-00-00_unimoral-action-prediction_3tc9VUdj9DbTnEu3rQ5Bso.eval,accuracy,100,100,23443,1213,0,0.016026,input + output + reasoning tokens at OpenRouter metadata rates,
google/gemma-2-27b-it,Gemma,L/27B,2024-Q3,time scaling,UniMoral,unimoral_moral_typology,accuracy,0.71,100,24470,51200,0.049186,0.65,0.65,,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-low-cost-moral-psych-s100/logs/google__gemma-2-27b-it/unimoral_moral_typology/2026-05-27T16-14-57-00-00_unimoral-moral-typology_4H9y64PThxw4GotwmPkt3W.eval,accuracy,100,100,27243,1226,0,0.018505,input + output + reasoning tokens at OpenRouter metadata rates,
google/gemma-2-27b-it,Gemma,L/27B,2024-Q3,time scaling,UniMoral,unimoral_factor_attribution,accuracy,0.64,100,27870,51200,0.051396,0.65,0.65,,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-low-cost-moral-psych-s100/logs/google__gemma-2-27b-it/unimoral_factor_attribution/2026-05-27T16-15-20-00-00_unimoral-factor-attribution_NatHJob4bFEiUHMbSMBgWW.eval,accuracy,100,100,29943,1103,0,0.020180,input + output + reasoning tokens at OpenRouter metadata rates,
google/gemma-2-27b-it,Gemma,L/27B,2024-Q3,time scaling,UniMoral,unimoral_consequence_generation,METEOR live scorer; BERTScore F1 is offline-only in the current release tooling,0.018315785004492803,100,18067,51200,0.045024,0.65,0.65,,Benchmark-faithful prompt route; BERTScore requires the offline release metric pass.,success,results/openrouter-low-cost-moral-psych-s100/logs/google__gemma-2-27b-it/unimoral_consequence_generation/2026-05-27T16-15-42-00-00_unimoral-consequence-generation_9wSsuuw7qHVx3vtTZ8WMnj.eval,mean,100,100,20765,2887,0,0.015374,input + output + reasoning tokens at OpenRouter metadata rates,
google/gemma-2-27b-it,Gemma,L/27B,2024-Q3,time scaling,ValuePrism,value_prism_relevance,accuracy,0.74,100,3624,2400,0.003916,0.65,0.65,,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-low-cost-moral-psych-s100/logs/google__gemma-2-27b-it/value_prism_relevance/2026-05-27T16-16-20-00-00_value-prism-relevance_TSkxqMPJFUo2V5USZRE8yQ.eval,accuracy,100,100,4519,547,0,0.003293,input + output + reasoning tokens at OpenRouter metadata rates,
google/gemma-2-27b-it,Gemma,L/27B,2024-Q3,time scaling,ValuePrism,value_prism_valence,accuracy,0.73,100,4479,3200,0.004991,0.65,0.65,,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-low-cost-moral-psych-s100/logs/google__gemma-2-27b-it/value_prism_valence/2026-05-27T16-16-36-00-00_value-prism-valence_9z2DTM6QG9YkJphtuveeDU.eval,accuracy,100,100,5365,2450,0,0.005080,input + output + reasoning tokens at OpenRouter metadata rates,
google/gemma-2-27b-it,Gemma,L/27B,2024-Q3,time scaling,CCD-Bench,ccd_bench_selection,valid-choice coverage plus selected-cluster distribution; not accuracy,1.0,100,34768,8000,0.027799,0.65,0.65,,"Benchmark-faithful route for choice behavior; compare cluster shares, not correctness.",success,results/openrouter-low-cost-moral-psych-s100/logs/google__gemma-2-27b-it/ccd_bench_selection/2026-05-27T16-16-59-00-00_ccd-bench-selection_RfTfFUzTnopLwkvtQhnQuj.eval,mean,100,100,37750,4148,0,0.027234,input + output + reasoning tokens at OpenRouter metadata rates,
google/gemma-4-31b-it,Gemma,L/31B,2026-Q1,time scaling,UniMoral,unimoral_action_prediction,accuracy,0.49,100,20270,6400,0.004800,0.12,0.37,,Benchmark-faithful task; paper model roster only partially available in current grid.,success,results/openrouter-low-cost-moral-psych-s100/logs/google__gemma-4-31b-it/unimoral_action_prediction/2026-05-27T16-17-44-00-00_unimoral-action-prediction_DkGnioWnKf5SMeP9q2tvFc.eval,accuracy,100,100,23259,617,0,0.003019,input + output + reasoning tokens at OpenRouter metadata rates,
google/gemma-4-31b-it,Gemma,L/31B,2026-Q1,time scaling,UniMoral,unimoral_moral_typology,accuracy,0.65,100,24470,51200,0.021880,0.12,0.37,,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-low-cost-moral-psych-s100/logs/google__gemma-4-31b-it/unimoral_moral_typology/2026-05-27T16-18-36-00-00_unimoral-moral-typology_aJxkL2gBVkxMyVmHbcBapm.eval,accuracy,100,100,27623,1132,0,0.003734,input + output + reasoning tokens at OpenRouter metadata rates,
google/gemma-4-31b-it,Gemma,L/31B,2026-Q1,time scaling,UniMoral,unimoral_factor_attribution,accuracy,0.59,100,27870,51200,0.022288,0.12,0.37,,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-low-cost-moral-psych-s100/logs/google__gemma-4-31b-it/unimoral_factor_attribution/2026-05-27T16-19-47-00-00_unimoral-factor-attribution_UzdcUuSYPbaVbjr6H6jYSK.eval,accuracy,100,100,30187,803,0,0.003920,input + output + reasoning tokens at OpenRouter metadata rates,
google/gemma-4-31b-it,Gemma,L/31B,2026-Q1,time scaling,UniMoral,unimoral_consequence_generation,METEOR live scorer; BERTScore F1 is offline-only in the current release tooling,0.05867591673571509,100,18067,51200,0.021112,0.12,0.37,,Benchmark-faithful prompt route; BERTScore requires the offline release metric pass.,success,results/openrouter-low-cost-moral-psych-s100/logs/google__gemma-4-31b-it/unimoral_consequence_generation/2026-05-27T16-20-59-00-00_unimoral-consequence-generation_372i86ZeEYnnsmgFq7meHz.eval,mean,100,100,20541,3520,0,0.003767,input + output + reasoning tokens at OpenRouter metadata rates,
google/gemma-4-31b-it,Gemma,L/31B,2026-Q1,time scaling,ValuePrism,value_prism_relevance,accuracy,0.72,100,3624,2400,0.001323,0.12,0.37,,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-low-cost-moral-psych-s100/logs/google__gemma-4-31b-it/value_prism_relevance/2026-05-27T16-24-02-00-00_value-prism-relevance_B8QpxXb4SKY2P2W5TVXhDb.eval,accuracy,100,100,4927,200,0,0.000665,input + output + reasoning tokens at OpenRouter metadata rates,
google/gemma-4-31b-it,Gemma,L/31B,2026-Q1,time scaling,ValuePrism,value_prism_valence,accuracy,0.83,100,4479,3200,0.001721,0.12,0.37,,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-low-cost-moral-psych-s100/logs/google__gemma-4-31b-it/value_prism_valence/2026-05-27T16-24-26-00-00_value-prism-valence_HAYdiDxxKxWidipVD6at4H.eval,accuracy,100,100,5745,227,0,0.000773,input + output + reasoning tokens at OpenRouter metadata rates,
google/gemma-4-31b-it,Gemma,L/31B,2026-Q1,time scaling,CCD-Bench,ccd_bench_selection,valid-choice coverage plus selected-cluster distribution; not accuracy,1.0,100,34768,8000,0.007132,0.12,0.37,,"Benchmark-faithful route for choice behavior; compare cluster shares, not correctness.",success,results/openrouter-low-cost-moral-psych-s100/logs/google__gemma-4-31b-it/ccd_bench_selection/2026-05-27T16-25-03-00-00_ccd-bench-selection_7kfPM4GmGPkevdCXi8GwaM.eval,mean,100,100,37734,4496,0,0.006192,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-chat-v3-0324,DeepSeek,chat/V3,2025-Q1,time scaling,UniMoral,unimoral_action_prediction,accuracy,0.22,100,20270,6400,0.008982,0.2,0.77,default /no_think prefix + reasoning.effort=none at run time,Benchmark-faithful task; paper model roster only partially available in current grid.,success,results/openrouter-low-cost-moral-psych-s100/logs/deepseek__deepseek-chat-v3-0324/unimoral_action_prediction/2026-05-27T16-28-32-00-00_unimoral-action-prediction_BFmNY5Ub7DRpUxzCE4zU4y.eval,accuracy,100,100,24929,633,0,0.005473,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-chat-v3-0324,DeepSeek,chat/V3,2025-Q1,time scaling,UniMoral,unimoral_moral_typology,accuracy,0.66,100,24470,51200,0.044318,0.2,0.77,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-low-cost-moral-psych-s100/logs/deepseek__deepseek-chat-v3-0324/unimoral_moral_typology/2026-05-27T16-29-16-00-00_unimoral-moral-typology_CR8Qipfko52jhtFJUyoEnD.eval,accuracy,100,100,28397,864,0,0.006345,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-chat-v3-0324,DeepSeek,chat/V3,2025-Q1,time scaling,UniMoral,unimoral_factor_attribution,accuracy,0.61,100,27870,51200,0.044998,0.2,0.77,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-low-cost-moral-psych-s100/logs/deepseek__deepseek-chat-v3-0324/unimoral_factor_attribution/2026-05-27T16-30-02-00-00_unimoral-factor-attribution_8ciYRuR6mgmPBhND4meHMd.eval,accuracy,100,100,29445,746,0,0.006463,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-chat-v3-0324,DeepSeek,chat/V3,2025-Q1,time scaling,UniMoral,unimoral_consequence_generation,METEOR live scorer; BERTScore F1 is offline-only in the current release tooling,0.10720354124477349,100,18067,51200,0.043037,0.2,0.77,default /no_think prefix + reasoning.effort=none at run time,Benchmark-faithful prompt route; BERTScore requires the offline release metric pass.,success,results/openrouter-low-cost-moral-psych-s100/logs/deepseek__deepseek-chat-v3-0324/unimoral_consequence_generation/2026-05-27T16-30-44-00-00_unimoral-consequence-generation_cda9C3mURVVVHa2g4uXMs3.eval,mean,100,100,20984,3299,0,0.006737,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-chat-v3-0324,DeepSeek,chat/V3,2025-Q1,time scaling,ValuePrism,value_prism_relevance,accuracy,0.68,100,3624,2400,0.002573,0.2,0.77,default /no_think prefix + reasoning.effort=none at run time,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-low-cost-moral-psych-s100/logs/deepseek__deepseek-chat-v3-0324/value_prism_relevance/2026-05-27T16-31-45-00-00_value-prism-relevance_J4x23e7i9uDNrnmH3PZj4p.eval,accuracy,100,100,4139,139,0,0.000935,input + output + reasoning tokens at OpenRouter metadata rates,
