model,family,size_tier,release_period,grid,benchmark,task,metric,score,samples,estimated_input_tokens,estimated_max_output_tokens,estimated_cost_usd,input_price_per_m,output_price_per_m,reasoning_cost_control,replication_status,run_status,log_path
deepseek/deepseek-v3.2,DeepSeek,chat/V3.2,2025-Q4,time scaling,UniMoral,unimoral_action_prediction,accuracy,,20,4130,1280,0.001525,0.252,0.378,default /no_think prefix at run time,Benchmark-faithful task; paper model roster only partially available in current grid.,planned,
deepseek/deepseek-v3.2,DeepSeek,chat/V3.2,2025-Q4,time scaling,UniMoral,unimoral_moral_typology,accuracy,,20,4970,10240,0.005123,0.252,0.378,default /no_think prefix at run time,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",planned,
deepseek/deepseek-v3.2,DeepSeek,chat/V3.2,2025-Q4,time scaling,UniMoral,unimoral_factor_attribution,accuracy,,20,5650,10240,0.005295,0.252,0.378,default /no_think prefix at run time,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",planned,
deepseek/deepseek-v3.2,DeepSeek,chat/V3.2,2025-Q4,time scaling,UniMoral,unimoral_consequence_generation,METEOR live scorer; BERTScore F1 is offline-only in the current release tooling,,20,3618,10240,0.004782,0.252,0.378,default /no_think prefix at run time,Benchmark-faithful prompt route; BERTScore requires the offline release metric pass.,planned,
deepseek/deepseek-v3.2,DeepSeek,chat/V3.2,2025-Q4,time scaling,ValuePrism,value_prism_relevance,accuracy,,20,986,480,0.000430,0.252,0.378,default /no_think prefix at run time,Closest feasible prompt-classification route; not Kaleido model replication.,planned,
deepseek/deepseek-v3.2,DeepSeek,chat/V3.2,2025-Q4,time scaling,ValuePrism,value_prism_valence,accuracy,,20,1009,640,0.000496,0.252,0.378,default /no_think prefix at run time,Closest feasible prompt-classification route; not Kaleido model replication.,planned,
deepseek/deepseek-v3.2,DeepSeek,chat/V3.2,2025-Q4,time scaling,CCD-Bench,ccd_bench_selection,valid-choice coverage plus selected-cluster distribution; not accuracy,,20,7154,1600,0.002408,0.252,0.378,default /no_think prefix at run time,"Benchmark-faithful route for choice behavior; compare cluster shares, not correctness.",planned,
deepseek/deepseek-v4-flash,DeepSeek,flash/V4,2026-Q2,time scaling,UniMoral,unimoral_action_prediction,accuracy,,20,4130,1280,0.000669,0.1,0.2,default /no_think prefix at run time,Benchmark-faithful task; paper model roster only partially available in current grid.,planned,
deepseek/deepseek-v4-flash,DeepSeek,flash/V4,2026-Q2,time scaling,UniMoral,unimoral_moral_typology,accuracy,,20,4970,10240,0.002545,0.1,0.2,default /no_think prefix at run time,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",planned,
deepseek/deepseek-v4-flash,DeepSeek,flash/V4,2026-Q2,time scaling,UniMoral,unimoral_factor_attribution,accuracy,,20,5650,10240,0.002613,0.1,0.2,default /no_think prefix at run time,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",planned,
deepseek/deepseek-v4-flash,DeepSeek,flash/V4,2026-Q2,time scaling,UniMoral,unimoral_consequence_generation,METEOR live scorer; BERTScore F1 is offline-only in the current release tooling,,20,3618,10240,0.002410,0.1,0.2,default /no_think prefix at run time,Benchmark-faithful prompt route; BERTScore requires the offline release metric pass.,planned,
deepseek/deepseek-v4-flash,DeepSeek,flash/V4,2026-Q2,time scaling,ValuePrism,value_prism_relevance,accuracy,,20,986,480,0.000195,0.1,0.2,default /no_think prefix at run time,Closest feasible prompt-classification route; not Kaleido model replication.,planned,
deepseek/deepseek-v4-flash,DeepSeek,flash/V4,2026-Q2,time scaling,ValuePrism,value_prism_valence,accuracy,,20,1009,640,0.000229,0.1,0.2,default /no_think prefix at run time,Closest feasible prompt-classification route; not Kaleido model replication.,planned,
deepseek/deepseek-v4-flash,DeepSeek,flash/V4,2026-Q2,time scaling,CCD-Bench,ccd_bench_selection,valid-choice coverage plus selected-cluster distribution; not accuracy,,20,7154,1600,0.001035,0.1,0.2,default /no_think prefix at run time,"Benchmark-faithful route for choice behavior; compare cluster shares, not correctness.",planned,
